,시도교육청,폐교명,폐교연도,지역교육청,급별,활용현황,주소
1187,전남,석곡초염곡분교장,1995,곡성,초,대부,전라남도 곡성 석곡면 염곡리 1033
1188,전남,석곡초욕천분교장,1993,곡성,초,미활용,전라남도 곡성 죽곡면 삼태리 444
1189,전남,석교초용등분교장,2009,진도,초,미활용,전라남도 진도 임회면 백동리 633
1190,전남,성남초,2002,함평,초,대부,전라남도 함평 함평읍 성남리 215
1191,전남,세지북초등학교,2010,나주,초,미활용,전라남도 나주 세지면 내정리 44715
1192,전남,소라중앙초등학교,1992,여수,초,미활용,전라남도 여수 소라면 봉두리 662
1193,전남,손불초용암분교장,2005,함평,초,미활용,전라남도 함평 손불면 죽암리 709
1194,전남,송산초등학교,2010,고흥,초,자체활용,전라남도 고흥 포두면 송산리 981
1195,전남,순천남초삼거분교장,1999,순천,초,대부,전라남도 순천 삼거동 125-1 
1196,전남,순천서면중학교,1998,순천,중,자체활용,전라남도 순천 서면 동산리 107
1197,전남,순천승남중외서분교장,2018,순천,중,자체활용,전라남도 순천 외서면 화전리 288
1198,전남,시종초종남분교장,2013,영암,초,미활용,전라남도 영암 시종면 금지리 1078
1199,전남,신북초신북서분교장,2011,영암,초,대부,전라남도 영암 신북면 학동리 468
1200,전남,아산초노치분교장,1994,화순,초,미활용,전라남도 화순 백아면 노치리 272
1201,전남,아산초서유분교장,2007,화순,초,미활용,전라남도 화순 백아면 서유리 526
1202,전남,아산초송방분교장,1996,화순,초,미활용,전라남도 화순 백아면 방리 385
1203,전남,안양동초등학교,2022,장흥,초,미활용,전라남도 장흥 안양면 수문리 359-2
1204,전남,약수중학교,2018,장성,중,미활용,전라남도 장성 북하면 약수리 428-1
1205,전남,약수초성암분교장,1993,장성,초,자체활용,전라남도 장성 북하면 성함리 632
1206,전남,여안초등학교,2022,여수,초,미활용,전라남도 여수 남면 안도리 991
1207,전남,여안초여남중안도분교장,2020,여수,초,대부,전라남도 여수 남면 안도리 9 36220
1208,전남,연도초여남중연도분교장,2014,여수,초,자체활용,전라남도 여수 남면 연도리 424
1209,전남,연도초역포분교장,2009,여수,초,미활용,전라남도 여수 남면 연 도리 8 81
1210,전남,염산초야월분교장,2013,영광,초,미활용,전라남도 영광 염산면 야월리 300
1211,전남,영광서초등학교,2011,영광,초,미활용,전라남도 영광 영광읍 계송리 667
1212,전남,영광정보산업고,2014,영광,고,미활용,전라남도 영광 낙월면 월촌리 산313-3
1213,전남,영광중불갑분교장,1997,영광,중,미활용,전라남도 영광 불갑면 안맹리 100-1
1214,전남,영광중앙초월송분교장,2019,영광,초,미활용,전라남도 영광 영광읍 덕호리 128
1215,전남,영등초등학교,2004,보성,초,미활용,전라남도 보성 벌교읍 영등리 726
1216,전남,영산포동초등학교,1992,나주,초,자체활용,전라남도 나주 용산동 51-1
1217,전남,영암초학신분교장,1996,영암,초,자체활용,전라남도 영암 영암읍 농덕리 704-2
1218,전남,영창초,2009,함평,초,대부,전라남도 함평 학교면 사거리 172
1219,전남,예당초득량분교장,2008,보성,초,자체활용,전라남도 보성 득량면 송곡리 787
1220,전남,오곡초명성분교장,1992,곡성,초,대부,전라남도 곡성 오곡면 구성리 221
1221,전남,오송초등학교,1996,진도,초,대부,전라남도 진도 지산면 오류리 616-4
1222,전남,옥남초등학교,2008,목포,초,자체활용,전라남도 목포 옥암동 240-1 
1223,전남,옥룡북초동곡분교장,1995,광양,초,자체활용,전라남도 광양 옥룡면 동곡리 762
1224,전남,용포초등학교,2000,화순,초,자체활용,전라남도 화순 동면 백용리 109-1
1225,전남,웅치초등학교,2017,보성,초,미활용,전라남도 보성 웅치면 중산리 50
1226,전남,유달초 율도분교장,2021,목포,초,미활용,전라남도 목포 율도동 261
1227,전남,유치초조양분교장,2001,장흥,초,자체활용,전라남도 장흥 유치면 조양리 695
1228,전남,율촌초산수분교장,2021,여수,초,미활용,전라남도 여수 율촌면 산수리 642
1229,전남,율촌초송도분교장,2001,여수,초,미활용,전라남도 여수 율촌면 여동리 185
1230,전남,의동초등학교,2014,진도,초,미활용,전라남도 진도 의신면 초사리 102
1231,전남,이양초금능분교장,2013,화순,초,자체활용,전라남도 화순 이양면 금능리 80-2
1232,전남,일로여자중학교,1999,무안,중,자체활용,전라남도 무안 일로읍 월암리 350
1233,전남,일로초죽산분교장,2010,무안,초,미활용,전라남도 무안 일로읍 죽산리 22
1234,전남,일로초지감분교장,1999,무안,초,미활용,전라남도 무안 일로읍 감돈리 299
1235,전남,입면초동강분교장,1996,곡성,초,대부,전라남도 곡성 입면 제 월리 4 14
1236,전남,자산초등학교,2012,여수,초,자체활용,전라남도 여수 관문동 8-5
1237,전남,장성신흥중학교,2015,장성,중,미활용,전라남도 장성 북일면 성덕리 36
1238,전남,장암초등학교,1998,보성,초,미활용,전라남도 보성 벌교읍 장암리 710-1
1239,전남,점암초신안분교장,2019,고흥,초,미활용,전라남도 고흥 점암면 신안리 205
1240,전남,조도초동거차분교장,2010,진도,초,자체활용,전라남도 진도 조도면 동거차 도리 30-6
1241,전남,조도초맹골분교장,2000,진도,초,미활용,전라남도 진도 조도면 맹골도 리 74-1
1242,전남,조도초소죽도분교장,2004,진도,초,미활용,전라남도 진도 조도면 서거차 도리 150
1243,전남,조성고등학교,2013,보성,고,자체활용,전라남도 보성 조성면 조성리 905
1244,전남,주암초어왕분교장,2009,순천,초,미활용,전라남도 순천 주암면 어왕리 1
1245,전남,죽곡중학교,2005,곡성,중,자체활용,전라남도 곡성 죽곡면 태평리 614
1246,전남,지산서초등학교,2009,진도,초,대부,전라남도 진도 지산면 가치리 904-3
1247,전남,진도서중학교,1997,진도,중,자체활용,전라남도 진도 진도읍 교동리 589
1248,전남,진상초황죽분교장,2017,광양,초,대부,전라남도 광양 진상면 황죽리 250-18
1249,전남,진월초월길분교장,2014,광양,초,자체활용,전라남도 광양 진월면 월길리 714
1250,전남,천태초봉하분교장,2004,화순,초,대부,전라남도 화순 도암면 봉하리 200
1251,전남,청풍초신석분교장,1996,화순,초,미활용,전라남도 화순 청풍면 신석리 457
1252,전남,초도초광도분교장,1991,여수,초,미활용,전라남도 여수 삼산면 손죽리 산54
1253,전남,초도초등학교,2017,여수,초,자체활용,전라남도 여수 삼산면 초도리 산 456
1254,전남,칠전초등학교,1994,진도,초,대부,전라남도 진도 의신면 칠전리 744
1255,전남,토지초문수분교장,2000,구례,초,대부,전라남도 구례 토지면 문수리 847
1256,전남,토지초외곡분교장,1992,구례,초,미활용,전라남도 구례 토지면 외곡리 543
1257,전남,포두고등학교,1994,고흥,고,자체활용,전라남도 고흥 포두면 길두리 1343-2
1258,전남,포두초 포두동분교장,1995,고흥,초,대부,전라남도 고흥 포두면 차동리 1183
1259,전남,풍양초고옥분교장,2008,고흥,초,대부,전라남도 고흥 풍양면 고옥리 275
1260,전남,풍양초매곡분교장,1992,고흥,초,대부,전라남도 고흥 풍양면 매곡리 638-11
1261,전남,학다리중학교,2017,함평,중,자체활용,전라남도 함평 학교면 사거리 467-1
1262,전남,함평여자고등학교,2018,함평,고,자체활용,전라남도 함평 함평읍 내교리 829-2
1263,전남,해남동초중앙분교장,2004,해남,초,자체활용,전라남도 해남 해남읍 백야리 407
1264,전남,해룡초농주분교장,2011,순천,초,대부,전라남도 순천 해룡면 농주리 12
1265,전남,해제고등학교,2015,무안,고,미활용,전라남도 무안 해제면 신정리 99
1266,전남,해제동초등학교,2009,무안,초,미활용,전라남도 무안 해제면 유월리 561
1267,전남,현경고등학교,2015,무안,고,미활용,전라남도 무안 현경면 외반리 492-1
1268,전남,홍농남초계마분교장,1999,영광,초,자체활용,전라남도 영광 홍농읍 계마리 884
1269,전남,홍농초동명분교장,2010,영광,초,자체활용,전라남도 영광 홍농읍 가곡리 243
1270,전남,화계초여주분교장,1994,고흥,초,미활용,전라남도 고흥 점암면 여호리 244
1271,전남,화순오성초주도분교장,1996,화순,초,대부,전라남도 화순 화순읍 주도리 20
1272,전남,화순초수만분교장,1997,화순,초,미활용,전라남도 화순 화순읍 수만리 75
1273,전남,화원초화봉분교장,2004,해남,초,미활용,전라남도 해남 화원면 화봉리 226
1274,전남,화태초돌산중화태분교장,2022,여수,초,미활용,전라남도 여수 남면 화태리 313
1275,전남,화태초등학교,2022,여수,초,미활용,전라남도 여수 남면 화태리 313
1276,전남,화태초소두라분교장,1992,여수,초,미활용,전라남도 여수 남면 두 라리 4 1
1277,전남,화태초여동분교장,2015,여수,초,미활용,전라남도 여수 남면 횡 간리 2 51
1278,전남,황전북초용림분교장,2011,순천,초,대부,전라남도 순천 황전면 선변리 745
1279,전남,황전초대치분교장,2014,순천,초,대부,전라남도 순천 황전면 대치리 435
1280,전남,황전초평죽분교장,1992,순천,초,대부,전라남도 순천 황전면 평촌리 산193-1
1281,전남,회천동초등학교,2007,보성,초,대부,전라남도 보성 회천면 서당리 659
1282,전남,흥양초등학교,1998,고흥,초,대부,전라남도 고흥 도화면 신호리 287-1
1283,전북,고성초,2006,부안,초,대부,전라북도 부안군 행안면  삼간리 405-1
1284,전북,곰소초 석포분교,1993,부안,초,자체활용,전라북도 부안군 진서면 석포리 546
1285,전북,공음고,1994,고창,고,자체활용,전라북도 고창군 공음면  칠암리 570-1
1286,전북,관청초,2019,정읍,초,자체활용,전라북도 정읍시 고부면 관청리 548
1287,전북,관촌동초,1991,임실,초,자체활용,전라북도 임실군 관촌면 방수리 654-1
1288,전북,관촌초 상월분교,1999,임실,초,대부,전라북도 임실군 관촌면  신전리 107-2
1289,전북,금성초,2018,익산,초,자체활용,전라북도 익산시 성당면 두동리 702
1290,전북,금평초,1991,무주,초,자체활용,전라북도 무주군 무풍면 금평리 1537
1291,전북,난신초,1997,부안,초,자체활용,전라북도 부안군 줄포면 신리 300
1292,전북,내도초,1997,무주,초,자체활용,전라북도 무주군 무주읍  내도리 133-1
1293,전북,내장공원초,1994,정읍,초,자체활용,전라북도 정읍시 내장동 산83
1294,전북,대성고,2004,고창,고,자체활용,전라북도 고창군 대산면 매산리 1157-1
1295,전북,대수초,2006,부안,초,자체활용,전라북도 부안군 백산면  대수리 450-2
1296,전북,도강초,1999,전주,초,자체활용,전라북도 전주시 덕진구  강흥동 124-2
1297,전북,도청초,1995,부안,초,자체활용,전라북도 부안군 변산면  도청리 312-2
1298,전북,마포초,1999,부안,초,대부,전라북도 부안군 변산면  마포리 172
1299,전북,무주동초,1996,무주,초,자체활용,전라북도 무주군 무주읍  오산리 302-2
1300,전북,무주여고,1990,무주,고,자체활용,전라북도 무주군 무주읍  읍내리 472
1301,전북,무주여중,1990,무주,중,자체활용,전라북도 무주군 무주읍 읍내리 472
1302,전북,보안초,2010,부안,초,대부,전라북도 부안군 보안면 하입석리 573-2
1303,전북,봉천초,1998,임실,초,자체활용,전라북도 임실군 오수면  봉천리 172
1304,전북,비안도초,2021,군산,초,미활용,전라북도 군산시 옥도면 비안도리 259
1305,전북,삼례여중,2020,완주,중,자체활용,전라북도 완주군 삼례읍 삼례리 202-7
1306,전북,삼방초,2008,무주,초,자체활용,전라북도 무주군 적상면  삼유리 572
1307,전북,석교초,1994,김제,초,자체활용,전라북도 김제시 백산면 석교리 1-2
1308,전북,선유도초 명도분교,1992,군산,초,미활용,전라북도 군산시 옥도면 말도리 산115-34
1309,전북,선유도초 방축도분교,1992,군산,초,미활용,전라북도 군산시 옥도면 말도리 산130-1
1310,전북,성남초,2011,익산,초,자체활용,전라북도 익산시 망성면  내촌리 92
1311,전북,성동초,1993,순창,초,자체활용,전라북도 순창군 동계면 이동리 11
1312,전북,송북초,1995,남원,초,자체활용,전라북도 남원시 송동면  장국리 631
1313,전북,수당초,1990,부안,초,자체활용,전라북도 부안군 줄포면  우포리 138
1314,전북,아산초 삼인분교,2003,고창,초,자체활용,전라북도 고창군 아산면 삼인리 81
1315,전북,안천초 백화분교,1994,진안,초,자체활용,전라북도 진안군 안천면 백화리 875-1
1316,전북,어청도초 연도분교,2003,군산,초,미활용,전라북도 군산시 옥도면 연도리 37
1317,전북,여산남초,2009,익산,초,자체활용,전라북도 익산시 여산면 원수리 465-4
1318,전북,여산서초,2009,익산,초,자체활용,전라북도 익산시 여산면 두여리 1184-2
1319,전북,오궁초,1995,임실,초,대부,전라북도 임실군 신덕면 지장리 45
1320,전북,용곽초,2010,정읍,초,자체활용,전라북도 정읍시 감곡면 용곽리 256
1321,전북,웅북초,2004,익산,초,자체활용,전라북도 익산시 웅포면 제성리 557-1
1322,전북,원천초 주촌분교,1992,남원,초,자체활용,전라북도 남원시 주천면  송치리 418
1323,전북,원촌초,2010,장수,초,자체활용,전라북도 장수군 계북면  원촌리 1247
1324,전북,위도초 거륜도분교,1992,부안,초,미활용,전라북도 부안군 위도면 거륜도 산2-1
1325,전북,위도초 상왕분교,1992,부안,초,미활용,전라북도 부안군 위도면 상왕등 산143
1326,전북,위도초 하왕분교,1992,부안,초,미활용,전라북도 부안군 위도면 하왕등 산71
1327,전북,의복초,2000,부안,초,대부,전라북도 부안군 계화면 의복리 460
1328,전북,임실서초,1996,임실,초,대부,전라북도 임실군 임실읍 신안리 325
1329,전북,주산초 덕림분교,1999,부안,초,대부,전라북도 부안군 주산면 덕림리 487-30
1330,전북,주산초 석계분교,1998,부안,초,대부,전라북도 부안군 주산면  백석리 579-7
1331,전북,주천상고,2001,진안,고,자체활용,전라북도 진안군 주천면 주양리 75
1332,전북,춘포중,1994,익산,초,자체활용,전라북도 익산시 춘포면 오산리 269-1
1333,전북,평장초,1992,진안,초,자체활용,전라북도 진안군 백운면 평장리 94
1334,전북,풍남중 중인분교,1989,전주,초,자체활용,전라북도 전주시 완산구 중인리 676-1
1335,전북,해성초 내초분교,2017,군산,초,자체활용,전라북도 군산시 내초동 66
1336,전북,회룡초,2012,정읍,초,자체활용,전라북도 정읍시 정우면 회룡리 108-2
1337,세종,영대초등학교,2003,해당없음,초,자체활용,"세종특별자치시 세종시 금남면 영대리 193-2, 4, 5"
